Username,Rating,Date,Review,Reply,Reply Date,Usefulness,Reply_Time_Days,Sentiment_Score,Sentiment,Tokens,UI_Issue,Performance_Issue,Feature_Request,Support_Complaint,Pricing_Complaint,delivery_issues,Payment_Problems,Food_Quality,Promotions_Issues
Kartikey Mainali,1,2025-03-28,refund system is trash didnt recieve any refund even after 1 week of filling neft form avoid buying sports item or other equipments from instamart they take no responsibility for damaged goods,"Hi, we are sorry about the below-par experience with your order. Please write to us at swiggysocial@swiggy.in along with the order ID, so we can assist you better.",2025-03-28,0,0,-0.743,Negative,"['refund', 'system', 'trash', 'didnt', 'recieve', 'refund', 'even', 'week', 'filling', 'neft', 'form', 'avoid', 'buying', 'sports', 'item', 'equipments', 'instamart', 'take', 'responsibility', 'damaged', 'goods']",,,,,,,"refund, refund","item, damaged",item
harish sawant,1,2025-03-28,very bad experience with swiggy order showed delivered but not received the order and costumer care were insisting on making refund vaya coupons which is not usefull at all after the experience of dilevery i strongly suggests to everyone not to order from swiggy if you are really hungry,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2025-03-28,0,0,0.6761,Positive,"['bad', 'experience', 'swiggy', 'order', 'showed', 'delivered', 'received', 'order', 'costumer', 'care', 'insisting', 'making', 'refund', 'vaya', 'coupons', 'usefull', 'experience', 'dilevery', 'strongly', 'suggests', 'everyone', 'order', 'swiggy', 'really', 'hungry']",bad,,,,,"order, delivered, order, order",refund,"bad, order, order, order",received
Prasad Upari,5,2025-03-28,good product,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-28,0,0,0.4404,Positive,"['good', 'product']",,,,,,,,good,
Abhilash kushwaha,4,2025-03-28,good service,"Hi, thank you for delighting us with the positive review We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",2025-03-28,0,0,0.4404,Positive,"['good', 'service']",,,,,,,,good,
Ayush Thakur,3,2025-03-28,pooooooor hai yee bhai mere,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-28,0,0,0.0,Neutral,"['pooooooor', 'hai', 'yee', 'bhai', 'mere']",,,,,,,,,
ABHISHEK PANDEY,5,2025-03-28,wow,Hey there! Such positive reviews motivate us to strive hard to provide you a much better experience. Happy ordering. 🙂,2025-03-28,0,0,0.5859,Positive,['wow'],,,,,,,,,
Fema Mathew,1,2025-03-28,extremely disappointing experience paid extra for express delivery but food hasnt been delivered order status shows delivery partner not assigned even after one and half hours unacceptable delay poor service from swiggy expected better,"Hello, we would like to know more about it. Please write to us at swiggysocial@swiggy.in with relevant details elaborating further on your ordering experience with us, so we can set this right for you.",2025-03-28,0,0,-0.8589,Negative,"['extremely', 'disappointing', 'experience', 'paid', 'extra', 'express', 'delivery', 'food', 'hasnt', 'delivered', 'order', 'status', 'shows', 'delivery', 'partner', 'assigned', 'even', 'one', 'half', 'hours', 'unacceptable', 'delay', 'poor', 'service', 'swiggy', 'expected', 'better']","disappointing, delay, poor",delay,,delay,,"delivery, delivered, order, delivery, delay",delay,"food, order, poor","delivery, delivery"
Bapon Sarkar,4,2025-03-28,nice,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2025-03-28,0,0,0.4215,Positive,['nice'],,,,,,,,,
Brajesh Kumar Mishra,5,2025-03-28,swiggy service giving the best performence,"Hey there, glad that we have stood up to your expectations. Thank you for the positive review and the perfect star rating. Keep Swiggying. 🙂",2025-03-28,0,0,0.765,Positive,"['swiggy', 'service', 'giving', 'best', 'performence']",,,,,,,,,
rakesh baraiya,5,2025-03-28,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-28,0,0,0.4404,Positive,['good'],,,,,,,,good,
Rajni Gupta,5,2025-03-28,very nice,"Hi there, thank you for your patronage and the perfect rating. We will strive to provide consistent seamless ordering experiences. Keep Swiggying!",2025-03-28,0,0,0.4754,Positive,['nice'],,,,,,,,,
mounika jadav,1,2025-03-28,worst experience,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-03-28,0,0,-0.6249,Negative,"['worst', 'experience']",,,,,,,,,
Rakshita Naik,1,2025-03-28,delivery time is not exact as shown,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-03-28,0,0,0.0,Neutral,"['delivery', 'time', 'exact', 'shown']",time,time,,time,,"delivery, time",,,delivery
Kirat,1,2025-03-28,late dilevery always,"Hey there, we would like to understand the miss in delivering the order within the promised timeline. Please share your order ID by writing to us at swiggysocial@swiggy.in from your registered email ID to have this checked further.",2025-03-28,0,0,0.0,Neutral,"['late', 'dilevery', 'always']",,,,late,,late,,,
Ankit Jindal,1,2025-03-28,very poor from swiggy i am swiggy black customer and have ordered food for 15 people someone from my team asked me to check from zomato app and the order from zomato from same hotel was 600 less that is 20 percent of order price always order from zomato as there prices and offer are way better this was my last order from swiggy really terrible experience wanted to upload images also but there is no option extremely pathetic and poor cant say it better thid app is charging extra,"Hello, we're sorry for the unpleasant experience. Please share your concern along with your order details via email at swiggysocial@swiggy.in so that we will look into this & assist you better.",2025-03-28,0,0,-0.9095,Negative,"['poor', 'swiggy', 'swiggy', 'black', 'customer', 'ordered', 'food', 'people', 'someone', 'team', 'asked', 'check', 'zomato', 'app', 'order', 'zomato', 'hotel', 'less', 'percent', 'order', 'price', 'always', 'order', 'zomato', 'prices', 'offer', 'way', 'better', 'last', 'order', 'swiggy', 'really', 'terrible', 'experience', 'wanted', 'upload', 'images', 'also', 'option', 'extremely', 'pathetic', 'poor', 'cant', 'say', 'better', 'thid', 'app', 'charging', 'extra']","poor, poor",,way,,price,"order, order, order, order","app, app","poor, food, order, order, order, order, poor",offer
Harsh Bardhan,2,2025-03-28,always instamart is on surge mode,"Hey, we request you to let us know more about your experience by writing us an email at swiggysocial@swiggy.in from your registered email ID so that we can have your concern addressed.",2025-03-28,0,0,0.0,Neutral,"['always', 'instamart', 'surge', 'mode']",,,,,,,,,
SUSHMA KUMARI,5,2025-03-28,good,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-28,0,0,0.4404,Positive,['good'],,,,,,,,good,
Haribabu Jayaraman,5,2025-03-28,good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-28,0,0,0.4404,Positive,['good'],,,,,,,,good,
Shaik rehana,5,2025-03-28, good,"Hey, thanks for the rating! This motivates us to keep serving you better with every order.",2025-03-28,0,0,0.4404,Positive,['good'],,,,,,,,good,
kd foujihr08,4,2025-03-28,good,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2025-03-28,0,0,0.4404,Positive,['good'],,,,,,,,good,
binita seram,5,2025-03-28,ok,"Hey, thank you for your kind review. We hope to keep on giving you a consistent service every time. We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-28,0,0,0.296,Positive,['ok'],,,,,,,,,
Manjunadh Pspk,5,2025-03-28,nice ,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-28,0,0,0.4215,Positive,['nice'],,,,,,,,,
Murali Reddy,5,2025-03-28,good,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-28,0,0,0.4404,Positive,['good'],,,,,,,,good,
Gurleen Kaur,5,2025-03-28,they are just amazing brilliant service ,"Hey there, nothing delights us more than hearing this. We are happy that you had a great experience. Keep Swiggying. 🙂",2025-03-28,0,0,0.8225,Positive,"['amazing', 'brilliant', 'service']",,,,,,,,,
vijay khandare,5,2025-03-28,exllent,"Hey there, we are thankful to you for your review! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.",2025-03-28,0,0,0.0,Neutral,['exllent'],,,,,,,,,
Ajay Jaiswal,4,2025-03-28,great app with a good interface easy to understand and good discounts on credit card,"Hi, thank you for delighting us with the positive review We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our service worth 5 stars.",2025-03-28,0,0,0.9371,Positive,"['great', 'app', 'good', 'interface', 'easy', 'understand', 'good', 'discounts', 'credit', 'card']",interface,,great,,,,"app, card","good, good",
Kiran,1,2025-03-28,worst service ever,This shouldn't have happened. Kindly help us with the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email ID & we will have this checked.,2025-03-28,0,0,-0.6249,Negative,"['worst', 'service', 'ever']",,,,,,,,,
Srushti Modh,1,2025-03-28,worst app to order no response for delays no actions taken insult for customers,"Hi there, we are sorry for any hassle you have faced while ordering with us. Please share the order ID along with the details of the issue by writing to us at swiggysocial@swiggy.in from your registered email address and we would be happy to connect with you and resolve the matter.",2025-03-28,0,0,-0.8957,Negative,"['worst', 'app', 'order', 'response', 'delays', 'actions', 'taken', 'insult', 'customers']",,,,response,,order,app,order,
Sangeetha R,2,2025-03-28,mostly the time shown gets almost double after order is placed while ordering it will show 20mts after payment and order placed the time displays 20 mts for more than 20 mts and we desperately wait longer nowadays it happens very often,"We're apologetic about this experience you've faced while ordering with us. Please write to us at swiggysocial@swiggy.in from your registered email address detailing your experience, so we can look into the issue and resolve it for you.",2025-03-28,0,0,-0.3818,Negative,"['mostly', 'time', 'shown', 'gets', 'almost', 'double', 'order', 'placed', 'ordering', 'show', 'payment', 'order', 'placed', 'time', 'displays', 'mts', 'mts', 'desperately', 'wait', 'longer', 'nowadays', 'happens', 'often']","time, time","time, time",,"time, time, wait",,"time, order, show, order, time","double, payment","order, order",
Priya Kumawat,5,2025-03-28,good qunalitiy,"Hey there, thank you for the perfect ratings. We appreciate your efforts in contributing to our improvements.",2025-03-28,0,0,0.4404,Positive,"['good', 'qunalitiy']",,,,,,,,good,
srilakshmi Real estate,5,2025-03-28,super,"Hey, we are glad to have patrons like you and will strive towards providing better services to keep such reviews coming our way. Keep ordering.",2025-03-28,0,0,0.5994,Positive,['super'],,,,,,,,,
Akash Sinha,1,2025-03-28,worst app ever cant even deliver on time and when they deliver half of the items are missing and they just dont care mostly at night no help support is even available worst app of india,"Hey there, that should not have happened and we would like to get this checked right away. Kindly help us with your order ID over an email to swiggysocial@swiggy.in, it will help us take this up with our executives and work on corrective measures.",2025-03-28,0,0,-0.8698,Negative,"['worst', 'app', 'ever', 'cant', 'even', 'deliver', 'time', 'deliver', 'half', 'items', 'missing', 'dont', 'care', 'mostly', 'night', 'help', 'support', 'even', 'available', 'worst', 'app', 'india']",time,time,missing,"time, help",,time,"app, app","items, missing",missing
vandana mishra,4,2025-03-28,nice,"Hello, thank you so much for the positive review! We'll endeavor to keep it up. Please let us know how we can provide service worth 5 stars by writing to us at swiggysocial@swiggy.in from your registered email address.",2025-03-28,0,0,0.4215,Positive,['nice'],,,,,,,,,
Priya Verma,4,2025-03-28,good,Hey there! Such a bliss! We request you to let us know more about your experience by writing an email to swiggysocial@swiggy.in so we can make our services better.,2025-03-28,0,0,0.4404,Positive,['good'],,,,,,,,good,
